,name,description,is_preschooler
10488,la lechera / the milkmaid (bilingual tales),"the milkmaid dreams of the hen she'll buy after she sells the milk, and of the pig she'll buy once she sells the hen's chicks. the bilingual version of the familiar story about not counting one's chickens before they hatch. la pequena lechera va a la ciudad para vender la leche y por el camino suena con todas las cosas que comprara con el dinero que gane: una gallina que pondra huevos, con los huevos saldran pollitos, vendera los pollitos y se comprara un cerdo... y asi, sigue sonando despierta hasta que se tropieza y al caerse la leche, desaparecen sus suenos. version bilingue.",0
10495,halloween treasure hunt,"it's a treasure hunt with a halloween twist as three costumed kids meet a grinning skeleton, a vampire, and a giant four-eyed spider. full color. plus flaps.",0
10510,everybody says,"a boy proud of his individuality proclaims his love of raw carrots, rainy days, and his pet iguana.",0
10512,pocoyo bed time,"it’s bed time and pato is very tired. but pocoyo is not sleepy at all! he has a drink, plays with his blocks and gets out his train set — what fun! but pocoyo is making so much noise that poor pato can’t sleep. little ones will love slotting pocoyo into each picture and tucking him into bed.",0
10522,the raft race,"read at home is the best-selling home reading series designed for young, beginner readers. it features all the popular oxford reading tree characters in exciting stories specially written for parents to support their children's reading at home. these entertaining stories, with real life and fantasy adventures, are carefully graded across 5 levels, and contain built-in progression and vocabulary repetition throughout. the raft race is level 3a for children becoming a reader - those children who can recognize 10-20 words by sight, can read simple sentences, and know all the initial letter sounds. the story is written with a simple sentence structure and vocabulary repetition with two to three sentences per page. stories provide clear parental support within and beyond the book: bla ""tips for reading together"" page, giving parents practical ideas for helping with their child's reading bla ""think about the story"" page providing stimulating ideas for parents to talk about with children when they are discussing the story bla ""useful common words"" panel to highlight high frequency words used in the story which have a close correlation with the requirements of the national literacy strategy. this book is at the same reading level as the the real floppy approx ort level: stage 3",0
10529,do frogs have fur?: a book about coats and coverings,introduces the different types of coats and coverings that animals have.,0
10530,frog cloth book,"illustrated by rachel wells, this tactile cloth book provides an introduction for babies and young children to the world of books. children can follow the stitched trail to help frog find his friends. along the trail there are flaps, touchy-feely patches and other surprises and rattle noises.",0
10545,quack! said the billy-goat,something is wrong in the barnyard when goats quack and hens oink. what could the problem be?,0
10560,prayers for a small child (a knee-high book(r)),"""all things bright and beautiful,"" ""now i lay me down to sleep,"" and eight other nondenominational prayers are warmly illustrated in eloise wilkins's signature style with soft pastel paintings.",0
10571,science with plants (usborne science activities),-- basic scientific principles are explained with the aid of fun experiments and activities-- all experiments use everyday household equipment<br /><br />-- simple text and illustrations enable children to use the books by themselves,0
10597,when i grow up i want to be me,"renowned artist sandra magsamen brings girls of every age an extraordinary interactive new gift book that celebrates girlhood in all its glory!<br /><br /><br />""i'll be anything i imagine i can be. i'll be happy with who i am and what i see.""<br />every page of this inspirational gift book includes vibrant, full-color illustrations representing girls of diverse colors, shapes and sizes. there are also magical interactive novelties on every spread, including satin hearts, luminous star stickers, lift-the-flaps, moveable die-cut butterflies and more. sandra magsamen has captured the essence of what it means to be young and female today. this book offers girls everywhere a reminder of the beauty and strength that resides inside of them.",0
